guessed_trade_name,parent_brand,product_count,sample_product,confidence,linking_method,,
Energiya,Unlinked,1,Energiya Chocolate 200gm Powder,LOW,None,,
Enprot,Unlinked,1,Enprot Pl Natural Dry Fruits Flavour 200gm Powder,LOW,None,,
Erafos,Unlinked,1,Erafos 8gm Powder,LOW,None,,
Evacuol,Unlinked,1,Evacuol 75gm Powder,LOW,None,,
Excrelax,Unlinked,1,Excrelax S 100gm Powder,LOW,None,,
Expro,Unlinked,1,Expro Chocolate 200g Powder,LOW,None,,
Femrich,Unlinked,1,Femrich 200gm Powder,LOW,None,,
Fenu,Unlinked,1,Fenu G 3gm Powder,LOW,None,,
Fenulike,Unlinked,1,Fenulike 150gm Powder,LOW,None,,
Fibolax,Unlinked,1,Fibolax 100gm Powder,LOW,None,,
Fibrella,Unlinked,1,Fibrella 180gm Powder,LOW,None,,
Fibrich,Unlinked,1,Fibrich Orange Flavour 105gm Vakiti Powder,LOW,None,,
Fitkid,Unlinked,1,Fitkid Chocolate Flavour 200gm Powder,LOW,None,,
Fitofy,Unlinked,1,Fitofy 200gm Powder,LOW,None,,
Foiepro,Unlinked,1,Foiepro American Ice Cream Flavour 200gm Powder,LOW,None,,
Gan,Unlinked,1,Gan Merz 5gm Powder Gan,LOW,None,,
Genx,Unlinked,1,Genx Pro Kesar Flavour 200gm Powder,LOW,None,,
Giloya,Unlinked,1,Giloya Satva 40gm Powder,LOW,None,,
Gladein,Unlinked,1,Gladein Veg Vanilla Flavour 200gm Powder,LOW,None,,
Gladpro,Unlinked,1,Gladpro Vanilla 200gm Powder,LOW,None,,
Glensmith,Unlinked,1,Glensmith Fresh Relax Sf Chatpata Flavour 100gm Powder,LOW,None,,
Gloves,Unlinked,1,Gloves 400gm Powder,LOW,None,,
Glucosmart,Unlinked,1,Glucosmart C 100gm Powder,LOW,None,,
Gro,Unlinked,1,Gro Activ Chocolate Flavour 400gm Bib Powder Gro,LOW,None,,
Heamogran,Unlinked,1,Heamogran 200gm Powder,LOW,None,,
Heypro,Unlinked,1,Heypro Hp Vanilla Flavour 200gm Powder,LOW,None,,
Hingavastak,Unlinked,1,Hingavastak Shurna 60gm Powder,LOW,None,,
Humyl,Unlinked,1,Humyl 200gm Powder,LOW,None,,
Icupro,Unlinked,1,Icupro Max 400gm Powder,LOW,None,,
Immonostrum,Unlinked,1,Immonostrum 100gm Powder,LOW,None,,
Impro,Unlinked,1,Impro Chocol Powder,LOW,None,,
Info,Unlinked,1,Info Df 200gm Jar Powder,LOW,None,,
Instarecov,Unlinked,1,Instarecov Vanilla 400gm Powder,LOW,None,,
Intasporin,Unlinked,1,Intasporin 10gm Powder,LOW,None,,
Isabella,Unlinked,1,Isabella Fiber Laxative 100gm Powder,LOW,None,,
Instamune,Unlinked,1,Instamune 90gm Powder,LOW,None,,
Itraconol,Unlinked,1,Itraconol 75gm Powder,LOW,None,,
Itworks,Unlinked,1,Itworks 100gm Powder,LOW,None,,
Itzcool,Unlinked,1,Itzcool 100gm Dusting Powder,LOW,None,,
Jointvit,Unlinked,1,Jointvit 240gm Powder,LOW,None,,
Jothish,Unlinked,1,Jothish Brahmi 400gm Powder,LOW,None,,
Kalapi,Unlinked,1,Kalapi 450gm Powder,LOW,None,,
Kchek,Unlinked,1,Kchek 15gm Powder,LOW,None,,
Ketokid,Unlinked,1,Ketokid Vanilla 200gm Powder,LOW,None,,
Khadi,Unlinked,1,Khadi Herbal Black Mehndi 100gm Powder,LOW,None,,
Lactancia,Unlinked,1,Lactancia 200gm Powder,LOW,None,,
Lacteva,Unlinked,1,Lacteva 200gm Powder,LOW,None,,
Lactiflora,Unlinked,1,Lactiflora Sachet Powder,LOW,None,,
Laktrum,Unlinked,1,Laktrum 50gm Powder,LOW,None,,
Lalas,Unlinked,1,Lalas Multani Matti 100gm Powder,LOW,None,,
Laxive,Unlinked,1,Laxive 100gm Powder,LOW,None,,
Laxoherb,Unlinked,1,Laxoherb 100gm Powder,LOW,None,,
Laxovel,Unlinked,1,Laxovel Sf 90gm Powder,LOW,None,,
Lechure,Unlinked,1,Lechure Dm Vanilla Flavour 400gm Jar Powder,LOW,None,,
Livjosh,Unlinked,1,Livjosh Pr American Ice Cream Flavour 200gm Powder,LOW,None,,
Livmct,Unlinked,1,Livmct 200gm Powder,LOW,None,,
Loswet,Unlinked,1,Loswet 75gm Powder,LOW,None,,
Maapreg,Unlinked,1,Maapreg Chocolate 200gm Powder Maa,LOW,None,,
Malzix,Unlinked,1,Malzix 200gm Powder,LOW,None,,
Manjan,Unlinked,1,Manjan Pyorrhoea Maar 95gm Tooth Powder,LOW,None,,
Mankinds,Unlinked,1,Mankinds Protein 200gm Powder,LOW,None,,
Mass,Unlinked,1,Mass Ganer 500gm Powder,LOW,None,,
Mbsr,Unlinked,1,Mbsr Attack Rat Posion Powder,LOW,None,,
Medislim,Unlinked,1,Medislim Gold Vanilla 500gm Bib Powder,LOW,None,,
Meena,Unlinked,1,Meena Khaki 20gm Powder,LOW,None,,
Megamass,Unlinked,1,Megamass 500gm Powder,LOW,None,,
Megamom,Unlinked,1,Megamom 400gm Powder,LOW,None,,
Midprot,Unlinked,1,Midprot Chocolate N Banana 200gm Powder,LOW,None,,
Milage,Unlinked,1,Milage Extra 200gm Powder,LOW,None,,
Mitspro,Unlinked,1,Mitspro Fibre 100gm Powder,LOW,None,,
Momplan,Unlinked,1,Momplan Chocolate 200gm Powder,LOW,None,,
Muci,Unlinked,1,Muci Bael 100gm Powder,LOW,None,,
Mucibael,Unlinked,1,Mucibael 300gm Powder,LOW,None,,
Mukta,Unlinked,1,Mukta Chamak 50gm Powder,LOW,None,,
Mushroom,Unlinked,1,Mushroom Ad 100gm Soup Powder,LOW,None,,
Mushroomex,Unlinked,1,Mushroomex 100gm Powder,LOW,None,,
Mvg,Unlinked,1,Mvg 200gm Powder Mvg,LOW,None,,
Mycospas,Unlinked,1,Mycospas 100gm Powder,LOW,None,,
Myllens,Unlinked,1,Myllens Nutritional 200gm Powder,LOW,None,,
Nariprox,Unlinked,1,Nariprox Vanilla Toffe Falvor 200gm Powder,LOW,None,,
Natulax,Unlinked,1,Natulax Isabgol Psyllium Husk 200gm Powder,LOW,None,,
Navratan,Unlinked,1,Navratan Cool Talc 100gm Powder,LOW,None,,
Nectera,Unlinked,1,Nectera 90gm Powder,LOW,None,,
Nefropro,Unlinked,1,Nefropro Vanilla Jar 400gm Powder,LOW,None,,
Nevasulfi,Unlinked,1,Nevasulfi 10gm Powder,LOW,None,,
Nilasulf,Unlinked,1,Nilasulf 10gm Powder,LOW,None,,
Nokout,Unlinked,1,Nokout Dusting 100gm Powder,LOW,None,,
Novasource,Unlinked,1,Novasource Peptide 200gm Powder,LOW,None,,
Nutein,Unlinked,1,Nutein Mom Vanilla 200gm Powder,LOW,None,,
Nutracal,Unlinked,1,Nutracal Dm Pow 400gm Powder,LOW,None,,
Nutracibel,Unlinked,1,Nutracibel Protein 200gm Powder,LOW,None,,
Nutrimom,Unlinked,1,Nutrimom 200gm Powder,LOW,None,,
Nutrion,Unlinked,1,Nutrion 200 Gm Powder,LOW,None,,
Nutriprot,Unlinked,1,Nutriprot Milk 400gm Powder,LOW,None,,
Nuzsulp,Unlinked,1,Nuzsulp 10gm Dusting Powder,LOW,None,,
Osteograf,Unlinked,1,Osteograf Kesar Badam Flavor Jar 300gm Powder,LOW,None,,
Otricot,Unlinked,1,Otricot Dusting 100gm Powder,LOW,None,,
Ovosure,Unlinked,1,Ovosure Egg White Protein 200gm Powder,LOW,None,,
Parolep,Unlinked,1,Parolep 30gm Powder,LOW,None,,
Pediagold,Unlinked,1,Pediagold Chocolate 400gm Powder,LOW,None,,
Pediagrow,Unlinked,1,Pediagrow Vanila 200gm Powder,LOW,None,,
Pedpro,Unlinked,1,Pedpro Chocolate 400gm Powder,LOW,None,,
Pegfiber,Unlinked,1,Pegfiber 154 812 Gm Powder,LOW,None,,
Pegmini,Unlinked,1,Pegmini 255gm Powder Powder,LOW,None,,
Pegmove,Unlinked,1,Pegmove Powder 121 1gm Powder,LOW,None,,
Pegura,Unlinked,1,Pegura 121 1gm Jar Powder,LOW,None,,
Pepti,Unlinked,1,Pepti Pro Vanilla 200gm Powder,LOW,None,,
Polymine,Unlinked,1,Polymine American Icecream 200gm Powder,LOW,None,,
Prag,Unlinked,1,Prag Vit Chocolate 200gm Powder,LOW,None,,
Primi,Unlinked,1,Primi Mom 200gm Vanilla Flavour Tin Powder,LOW,None,,
Pristine,Unlinked,1,Pristine Balance Kids Vanilla Flavour 200gm Powder,LOW,None,,
Proalbumin,Unlinked,1,Proalbumin 200gm Chocolate Powder,LOW,None,,
Proco,Unlinked,1,Proco Chocolate Flavour 200gm Powder,LOW,None,,
Prodoc,Unlinked,1,Prodoc Dha Chocolate 200gm Powder,LOW,None,,
Prodys,Unlinked,1,Prodys Chocolate Flavour 200gm Powder,LOW,None,,
Profil,Unlinked,1,Profil Df 200gm Powder,LOW,None,,
Profull,Unlinked,1,Profull Swiss Chocolate Flavour 500gm Powder,LOW,None,,
Progod,Unlinked,1,Progod Elaichi Flavor 200gm Powder,LOW,None,,
Progold,Unlinked,1,Progold 200gm Powder,LOW,None,,
Prolac,Unlinked,1,Prolac Plus Vanilla 200gm Powder,LOW,None,,
Proliva,Unlinked,1,Proliva Sport Build Recovery Rich Chocolate 750gm Powder,LOW,None,,
Promax,Unlinked,1,Promax Chocolate Flavour 200gm Powder,LOW,None,,
Promint,Unlinked,1,Promint Pl 200gm Powder,LOW,None,,
Promix,Unlinked,1,Promix Chocolate 200gm Powder,LOW,None,,
Prorich,Unlinked,1,Prorich 200gm Powder,LOW,None,,
Prosenior,Unlinked,1,Prosenior 2gm Sachet Powder,LOW,None,,
Protfer,Unlinked,1,Protfer Chocolate Vanilla Flavours 400gm Powder,LOW,None,,
Proti,Unlinked,1,Proti 9 Plus Vanilla 200gm Powder,LOW,None,,
Protiflow,Unlinked,1,Protiflow Chocolate 200gm Powder,LOW,None,,
Protijump,Unlinked,1,Protijump Advance Chocolate 200gm Powder,LOW,None,,
Protinace,Unlinked,1,Protinace 98 68gm Powder,LOW,None,,
Protinvit,Unlinked,1,Protinvit 200gm Powder,LOW,None,,
Protitrox,Unlinked,1,Protitrox Df Cardimom Flavour 200gm Powder,LOW,None,,
Protolife,Unlinked,1,Protolife Df 200gm Powder,LOW,None,,
Protosure,Unlinked,1,Protosure Nephro Dialysis Care Vanilla Flavour 400gm Powder,LOW,None,,
Proty,Unlinked,1,Proty All Chocolate 400gm Powder,LOW,None,,
Provi,Unlinked,1,Provi D Chocolate Flavour Jar 200gm Powder,LOW,None,,
Proview,Unlinked,1,Proview Plus Vanilla Jar 250gm Powder,LOW,None,,
Provigon,Unlinked,1,Provigon Chocolate Flavour 200gm Powder,LOW,None,,
Prozone,Unlinked,1,Prozone Ilachi Flavour 200gm Powder,LOW,None,,
Psource,Unlinked,1,Psource D 200gm Powder,LOW,None,,
Pvm,Unlinked,1,Pvm Chocolate 200gm Powder Pvm,LOW,None,,
Rasnadi,Unlinked,1,Rasnadi Choornam Ashtavaidya 20gm Powder,LOW,None,,
Respapro,Unlinked,1,Respapro Vanilla 200gm Powder,LOW,None,,
Resurrec,Unlinked,1,Resurrec Vanilla Flavour 400gm Powder,LOW,None,,
Revipro,Unlinked,1,Revipro D Protein Vanilla Flavour 175gm Powder,LOW,None,,
Richpro,Unlinked,1,Richpro Chocolate 200gm Powder,LOW,None,,
Rinpro,Unlinked,1,Rinpro M Kulfi Flavor 200gm Powder,LOW,None,,
Samfibre,Unlinked,1,Samfibre 180gm Powder,LOW,None,,
Santhosh,Unlinked,1,Santhosh Brahmi 400gm Powder,LOW,None,,
Satavari,Unlinked,1,Satavari Kalp 150gm Powder,LOW,None,,
Sbm,Unlinked,1,Sbm Bleaching 100gm Powder,LOW,None,,
Silkeshine,Unlinked,1,Silkeshine 250gm Powder,LOW,None,,
Solib,Unlinked,1,Solib 1gm Sachet Powder,LOW,None,,
Soltrima,Unlinked,1,Soltrima Absorbent Dusting 100gm Powder,LOW,None,,
Somva,Unlinked,1,Somva 34 25gm Powder,LOW,None,,
Source,Unlinked,1,Source D 200gm Powder,LOW,None,,
Soygrowth,Unlinked,1,Soygrowth 200gm Powder,LOW,None,,
Stimulac,Unlinked,1,Stimulac 200gm Powder,LOW,None,,
Stulout,Unlinked,1,Stulout 100gm Powder,LOW,None,,
Sufoof,Unlinked,1,Sufoof E Azeem 100gm Powder,LOW,None,,
Syor,Unlinked,1,Syor Powder Chocolate 200gm Powder,LOW,None,,
Talc,Unlinked,1,Talc Purified 400gm Powder,LOW,None,,
Trixbrain,Unlinked,1,Trixbrain Sugar Free Vanilla Flavour 200gm Powder,LOW,None,,
Trotz,Unlinked,1,Trotz 30 Gm Powder,LOW,None,,
Truzen,Unlinked,1,Truzen 70gm Powder,LOW,None,,
Ultiflex,Unlinked,1,Ultiflex American Icecream Flavour Sugar Free 300gm Powder,LOW,None,,
Ultrich,Unlinked,1,Ultrich Powder,LOW,None,,
Vampro,Unlinked,1,Vampro Dha Chocolate Protein Powder,LOW,None,,
Vasavaleha,Unlinked,1,Vasavaleha 125gm Powder,LOW,None,,
Vengain,Unlinked,1,Vengain 200gm Powder,LOW,None,,
Viemax,Unlinked,1,Viemax Vanilla Flavour 200gm Bib Powder,LOW,None,,
Vivant,Unlinked,1,Vivant Dx Chocolate 200gm Powder,LOW,None,,
Way,Unlinked,1,Way 2 Slim Vanilla 500gm Powder Way,LOW,None,,
Wyndoz,Unlinked,1,Wyndoz Dusting 100gm Powder,LOW,None,,
Wysepro,Unlinked,1,Wysepro Chocolate Flavour 200gm Powder,LOW,None,,
Xplode,Unlinked,1,Xplode Chocolate 200gm Powder,LOW,None,,
Yashtimahdu,Unlinked,1,Yashtimahdu Churna 50gm Powder,LOW,None,,
Yayprotien,Unlinked,1,Yayprotien Chocolate 200gm Powder,LOW,None,,
Yogaraj,Unlinked,1,Yogaraj Guggulu Powder,LOW,None,,
Yunadent,Unlinked,1,Yunadent Dental 25gm Powder,LOW,None,,
Zeasorb,Unlinked,1,Zeasorb Af 50gm Powder,LOW,None,,
Zedfit,Unlinked,1,Zedfit 150gm Powder,LOW,None,,
Zegecid,Unlinked,1,Zegecid 20 6gm Powder,LOW,None,,
0,Unlinked,1,0 Prolene Nw 846 0,LOW,None,,
Velocit,Unlinked,1,Velocit Pregcard,LOW,None,,
Pregtest,Unlinked,1,Pregtest,LOW,None,,
Protecto,Unlinked,1,Protecto Examination Gloves Medium Db 5060,LOW,None,,
Protectsun,Unlinked,1,Protectsun Spf 50,LOW,None,,
Cozi,Unlinked,1,Cozi Plus Baby Bed Protector,LOW,None,,
Helio,Unlinked,1,Helio Gel Heel Protector,LOW,None,,
Wetty,Unlinked,1,Wetty Baby Wet Wipes 80 Pulls,LOW,None,,
Iprasure,Unlinked,1,Iprasure 5x2 5ml Pulmules,LOW,None,,
Pulse,Unlinked,1,Pulse Oximeter Model No 004 Care 4u Plus,LOW,None,,
Asepto,Unlinked,1,Asepto Pump,LOW,None,,
Beebaby,Unlinked,1,Beebaby Comfort Fit 2 In 1 Manual Breast Pump,LOW,None,,
Breast,Unlinked,1,Breast Pump,LOW,None,,
Cureline,Unlinked,1,Cureline Manual Breast Pump,LOW,None,,
Electric,Unlinked,1,Electric Breast Pump,LOW,None,,
A1,Unlinked,1,A1 Q10mg Tab,LOW,None,,
Hd,Unlinked,1,Hd Q 200mg Tab Hd Q0001,LOW,None,,
O3q10,Unlinked,1,O3q10 Cap,LOW,None,,
Ze,Unlinked,1,Ze Q Cap Ze Q0001,LOW,None,,
Quadripod,Unlinked,1,Quadripod 932 With Adj Height Aluminium,LOW,None,,
Quickfix,Unlinked,1,Quickfix Skin Glue 0 25ml Qsg 025,LOW,None,,
Staining,Unlinked,1,Staining Rack,LOW,None,,
Test,Unlinked,1,Test Tube Racks,LOW,None,,
Ramya,Unlinked,1,Ramya Rakshak Disposable Surgical Gloves Size 7,LOW,None,,
Rapitest,Unlinked,1,Rapitest Covid 19 Ag Single Test Kit Ybio,LOW,None,,
Focortiwyn,Unlinked,1,Focortiwyn 200mcg Rapicaps,LOW,None,,
Maxiflarc,Unlinked,1,Maxiflarc 250mcg 30s Rapicaps,LOW,None,,
Rat,Unlinked,1,Rat Pad Advance Small Shreenath Rs 60,LOW,None,,
Gillettin,Unlinked,1,Gillettin Safety Razaor,LOW,None,,
Nuprep,Unlinked,1,Nuprep Disposable Preparatory Razor,LOW,None,,
Sensas,Unlinked,1,Sensas Disposable Ladies Razor,LOW,None,,
Glucostic,Unlinked,1,Glucostic D Regular 100gm Refill,LOW,None,,
Mediline,Unlinked,1,Mediline Diamond Stethoscope Regular,LOW,None,,
Tourniquate,Unlinked,1,Tourniquate Regular,LOW,None,,
Triangular,Unlinked,1,Triangular Bandage Size Regular,LOW,None,,
Comet,Unlinked,1,Comet Manual Breast Reliever,LOW,None,,
Dewarts,Unlinked,1,Dewarts Warts Corn Remover,LOW,None,,
Bodonide,Unlinked,1,Bodonide 1mg 5x2ml Respules,LOW,None,,
Brethonide,Unlinked,1,Brethonide 0 5mg 5x2ml Respules,LOW,None,,
Budacon,Unlinked,1,Budacon 0 5 Mg 5x2ml Respules,LOW,None,,
Budaraze,Unlinked,1,Budaraze 0 5mg 5x2ml Respules,LOW,None,,
Budaria,Unlinked,1,Budaria Fb 5x2ml Respules,LOW,None,,
Budasure,Unlinked,1,Budasure 0 5ml Pulmules 5x2ml Respules,LOW,None,,
Budefex,Unlinked,1,Budefex 0 5mg 7x2ml Respules,LOW,None,,
Budefill,Unlinked,1,Budefill 0 5mg 5x2ml Respules,LOW,None,,
Budegate,Unlinked,1,Budegate 0 5x2ml Respules,LOW,None,,
Budelent,Unlinked,1,Budelent 0 5mg 5x2ml Respules,LOW,None,,
Budelung,Unlinked,1,Budelung Instapules 0 5mg 5x2ml Respules,LOW,None,,
Budeprl,Unlinked,1,Budeprl 0 5mg 5x2ml Respules,LOW,None,,
Buderator,Unlinked,1,Buderator 2ml Respules,LOW,None,,
Budesine,Unlinked,1,Budesine 5x2ml Respules,LOW,None,,
Budeste,Unlinked,1,Budeste 0 5mg 2ml Respules,LOW,None,,
Budohale,Unlinked,1,Budohale 0 5mg 5x2ml Respules,LOW,None,,
Derisal,Unlinked,1,Derisal 0 5mg 7x2ml Respules,LOW,None,,
Duofill,Unlinked,1,Duofill 5x2 5ml Respules,LOW,None,,
Duohale,Unlinked,1,Duohale 5x2 5ml Respules,LOW,None,,
Duolung,Unlinked,1,Duolung Instapules 0 5mg 5x2ml Respules,LOW,None,,
Duomac,Unlinked,1,Duomac 5x3ml Respules,LOW,None,,
Duoprl,Unlinked,1,Duoprl New 1 25mg 5x2 5ml Respules,LOW,None,,
Duopules,Unlinked,1,Duopules 5x2 5ml Respules,LOW,None,,
Duoz,Unlinked,1,Duoz 2 5ml Respules,LOW,None,,
Glycoquic,Unlinked,1,Glycoquic 25mcg Pulmules 5x2ml Respules,LOW,None,,
Ipradol,Unlinked,1,Ipradol 5x2 5ml Respules,LOW,None,,
Labaneb,Unlinked,1,Labaneb 5 X 2ml Respules,LOW,None,,
Lbrex,Unlinked,1,Lbrex 0 63 5x2 5ml Respules,LOW,None,,
Levocort,Unlinked,1,Levocort 5x2ml Respules,LOW,None,,
Levosine,Unlinked,1,Levosine 0 31mg 2 5ml Respules,LOW,None,,
Microcort,Unlinked,1,Microcort Bd 5x2ml Respules,LOW,None,,
Nasoquin,Unlinked,1,Nasoquin 5x4ml Respules,LOW,None,,
Nebucort,Unlinked,1,Nebucort F 0 5mg 5x2ml Respules,LOW,None,,
Nexstep,Unlinked,1,Nexstep G 5x2ml Respules,LOW,None,,
Pulmicort,Unlinked,1,Pulmicort 0 5mg Respules,LOW,None,,
Salbutra,Unlinked,1,Salbutra 2 5mg 5x2 5ml Respules,LOW,None,,
Spirovent,Unlinked,1,Spirovent I 5x2 5ml Respules,LOW,None,,
Trespin,Unlinked,1,Trespin 300mg 5x5ml Respules,LOW,None,,
Revline,Unlinked,1,Revline Spf 50pa,LOW,None,,
Romodrain,Unlinked,1,Romodrain,LOW,None,,
Maxair,Unlinked,1,Maxair Nebulizer Compressor System Gs 9039 Romsons,LOW,None,,
Duoset,Unlinked,1,Duoset Rotacaps,LOW,None,,
Evocort,Unlinked,1,Evocort 400mg Rotacaps,LOW,None,,
Glycoprl,Unlinked,1,Glycoprl F Dpi Caps 30s Rotacaps,LOW,None,,
Indaflo,Unlinked,1,Indaflo G 3x10s Rotacaps,LOW,None,,
Zovair,Unlinked,1,Zovair 320mg Rotacaps,LOW,None,,
Mackin,Unlinked,1,Mackin Tosh Sheet Rubber,LOW,None,,
Cq9,Unlinked,1,Cq9 Softgels Cap,LOW,None,,
Aftercare,Unlinked,1,Aftercare Belted Maternity Pads 10s,LOW,None,,
Angela,Unlinked,1,Angela Feminine Towels 10s,LOW,None,,
Apsara,Unlinked,1,Apsara Maternity Cotton Pads 10s,LOW,None,,
Benefic,Unlinked,1,Benefic Apple Cider Vinegar Chocolate Bites 30s,LOW,None,,
Brooke,Unlinked,1,Brooke Bond Taj Mahal Tea Bags 25s,LOW,None,,
Buymed,Unlinked,1,Buymed Adult Diapers Size L 10s,LOW,None,,
Calyx,Unlinked,1,Calyx Sanitary Napkins Extra Large 10s,LOW,None,,
Cheddys,Unlinked,1,Cheddys Adult Pull Ups L 10s,LOW,None,,
Cleanplus,Unlinked,1,Cleanplus Party Tissues 100s,LOW,None,,
Coreband,Unlinked,1,Coreband Earbuds 80s,LOW,None,,
Cornee,Unlinked,1,Cornee Corn Caps 4s,LOW,None,,
Cornex,Unlinked,1,Cornex Corn Caps Leeford 4s,LOW,None,,
Cradle,Unlinked,1,Cradle Silicone Nipple Shield 2s,LOW,None,,
Curonix,Unlinked,1,Curonix Sterile Lancets 100s,LOW,None,,
Daves,Unlinked,1,Daves Safe Disposable Plastic Gloves 100s,LOW,None,,
Dcube,Unlinked,1,Dcube Plus Orally Disintegrating Strip 4s,LOW,None,,
Diaba,Unlinked,1,Diaba Scan Blood Lancets Streile 100s,LOW,None,,
Dolosils,Unlinked,1,Dolosils Cough Lozenges 8s,LOW,None,,
Epineb,Unlinked,1,Epineb Blood Lacet 100s,LOW,None,,
Flosee,Unlinked,1,Flosee Cotton Buds 100s,LOW,None,,
Freshup,Unlinked,1,Freshup Baby Wipes 80s,LOW,None,,
Funplay,Unlinked,1,Funplay Chocolate Flavoured 3s,LOW,None,,
Gasowin,Unlinked,1,Gasowin Vati 40s,LOW,None,,
Getreed,Unlinked,1,Getreed Corn Caps 4s,LOW,None,,
Glider,Unlinked,1,Glider Refreshing Face Wipes 25s,LOW,None,,
Glucocare,Unlinked,1,Glucocare Sense Blood Glucose Strips 25s,LOW,None,,
Goodknight,Unlinked,1,Goodknight Advanced Low Smoke Coil 10 S,LOW,None,,
Gufistra,Unlinked,1,Gufistra 2mg 28s,LOW,None,,
Gummirx,Unlinked,1,Gummirx Mango Flavour Gummies 30s,LOW,None,,
Honeywell,Unlinked,1,Honeywell Pollution Mask Pack Of 3s,LOW,None,,
Hospi,Unlinked,1,Hospi Fit Adult Diaper Size L 10s,LOW,None,,
Impeko,Unlinked,1,Impeko Care Cotton Buds 100 S,LOW,None,,
Invamed,Unlinked,1,Invamed Bed Bath Wipes 10s,LOW,None,,
Iyfcare,Unlinked,1,Iyfcare Disposable Underpad L 60x90cm 10s,LOW,None,,
Jemarth,Unlinked,1,Jemarth Examination Gloves Size M 100s,LOW,None,,
Joyak,Unlinked,1,Joyak Ear Picks 200s,LOW,None,,
Kamamantra,Unlinked,1,Kamamantra Strawberry Condom 3s,LOW,None,,
Lutee,Unlinked,1,Lutee Kids Dha Gummies 30s,LOW,None,,
Lyon,Unlinked,1,Lyon Baby Wipes 80s,LOW,None,,
Mam,Unlinked,1,Mam Y Poko Pants Extra Absorb L 50s,LOW,None,,
Medcheck,Unlinked,1,Medcheck Sterile Lancets 100s,LOW,None,,
Medibloom,Unlinked,1,Medibloom Disposable Under Pads 90 X 60cm 10s,LOW,None,,
Medifill,Unlinked,1,Medifill Corn Out Corn Caps 4s,LOW,None,,
Mehtas,Unlinked,1,Mehtas Corn X Corn Cap Pack Of 4s,LOW,None,,
Movacalm,Unlinked,1,Movacalm 6mg Gummies Strawberry Flavour 10s,LOW,None,,
Multistix,Unlinked,1,Multistix Sg 100s,LOW,None,,
Myovit,Unlinked,1,Myovit D Lemon Flavour Gummies 30s,LOW,None,,
Neoswab,Unlinked,1,Neoswab Gauzeswab 10cmx10cmx12ply 5s,LOW,None,,
Nicoshot,Unlinked,1,Nicoshot 2mg Fresh Mint Flavour 10s,LOW,None,,
Nuvy,Unlinked,1,Nuvy Premium Adult Wipes 10s,LOW,None,,
Opt,Unlinked,1,Opt Care Baby Wipes 80s,LOW,None,,
Poc,Unlinked,1,Poc Gluco Spot Blood Glucose Test Strips 25s,LOW,None,,
Praval,Unlinked,1,Praval Panchamrut Plain 25s,LOW,None,,
Prc,Unlinked,1,Prc Herbal Vitamin C Nose Pore Strips 10s,LOW,None,,
Renowipes,Unlinked,1,Renowipes 14s,LOW,None,,
Rhinokof,Unlinked,1,Rhinokof 30s,LOW,None,,
Sariwa,Unlinked,1,Sariwa Manjishtha Vati 60s,LOW,None,,
Sass,Unlinked,1,Sass Filter Face Mask 10s,LOW,None,,
Shivarch,Unlinked,1,Shivarch Paper Stick Cotton Budds 100s,LOW,None,,
Sritrang,Unlinked,1,Sritrang Latex Examination Gloves 100s,LOW,None,,
Stickoaid,Unlinked,1,Stickoaid Adhesive Dressing Bandage 100s,LOW,None,,
Stickoplast,Unlinked,1,Stickoplast Perforated Capsicum Plaster 10s,LOW,None,,
Strios,Unlinked,1,Strios Lid Wipes 10cm X 6cm 24s,LOW,None,,
Sugarchek,Unlinked,1,Sugarchek Test Strips 25s,LOW,None,,
Sygotin,Unlinked,1,Sygotin Combipack 20s,LOW,None,,
Taina,Unlinked,1,Taina Adult Diaper Pants Large 10s,LOW,None,,
Tetley,Unlinked,1,Tetley Green Tea Bags 10s,LOW,None,,
Trepostat,Unlinked,1,Trepostat 100s,LOW,None,,
Trustlet,Unlinked,1,Trustlet Super Soft Lancets 50s,LOW,None,,
Uromed,Unlinked,1,Uromed Pcn Catheter Set Pcn1630s,LOW,None,,
Velvet,Unlinked,1,Velvet Female Condoms 3s,LOW,None,,
Welso,Unlinked,1,Welso All Day Maternity Pad Combi Pack 5s,LOW,None,,
Wetex,Unlinked,1,Wetex Nova Adult Daipers L 10s,LOW,None,,
Younifloss,Unlinked,1,Younifloss Teeth Clean 50s,LOW,None,,
Zandiabits,Zandu,1,Zandiabits Zandu 30s,MEDIUM,URL Manufacturer Slug,,
Abdowell,Unlinked,1,Abdowell 1gm Sachet,LOW,None,,
Activstart,Unlinked,1,Activstart Uno Biotics Adults 1gm Sachet,LOW,None,,
Addphos,Unlinked,1,Addphos 3 2gm Sachet,LOW,None,,
Amichain,Unlinked,1,Amichain 8gm Sachet,LOW,None,,
Aminohep,Unlinked,1,Aminohep 10gm Sachet,LOW,None,,
Androcare,Unlinked,1,Androcare Sachet,LOW,None,,
Anticramp,Unlinked,1,Anticramp 5gm Sachet,LOW,None,,
Apectrolyte,Unlinked,1,Apectrolyte Based On W H O Formula 21 8gm Sachet,LOW,None,,
Aquazinc,Unlinked,1,Aquazinc Ors 21gm Sachet,LOW,None,,
Ardiflow,Unlinked,1,Ardiflow 5gm Sachet,LOW,None,,
Arg,Unlinked,1,Arg 9 5gm Sachet,LOW,None,,
Argenta,Unlinked,1,Argenta Lemon Flavour 8 5gm Sachet,LOW,None,,
Argeva,Unlinked,1,Argeva L 7gm Sachet,LOW,None,,
